epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,3109.44,0.88134,0.8534,1.44472,0.94487,0.88865,0.93706,0.64549,1.07145,0.73649,1.66875,0.0016436,0.0016436,0.0016436
20,3270.35,0.90802,0.8597,1.45331,0.94946,0.85808,0.93806,0.68269,0.98133,0.73284,1.52518,0.0016238,0.0016238,0.0016238
21,3432.15,0.87987,0.8392,1.4415,0.93384,0.89373,0.93188,0.65707,1.04618,0.7944,1.60708,0.001604,0.001604,0.001604
22,3592.86,0.86999,0.84864,1.44038,0.9658,0.87336,0.93463,0.66958,1.00011,0.74575,1.57962,0.0015842,0.0015842,0.0015842
23,3754.21,0.87797,0.84307,1.44143,0.90821,0.88573,0.93587,0.66228,1.01587,0.70314,1.57709,0.0015644,0.0015644,0.0015644
24,3915.39,0.88212,0.84413,1.45089,0.94885,0.88428,0.95498,0.68856,0.98127,0.67036,1.54809,0.0015446,0.0015446,0.0015446
25,4077.09,0.87326,0.83821,1.43665,0.94615,0.88231,0.94934,0.69354,0.92155,0.63835,1.47886,0.0015248,0.0015248,0.0015248
26,4238.4,0.87486,0.84896,1.43344,0.96893,0.88509,0.95064,0.69223,0.96202,0.66054,1.53849,0.001505,0.001505,0.001505
27,4399.85,0.85285,0.79861,1.41861,0.93507,0.89083,0.94406,0.6789,1.00385,0.6888,1.54987,0.0014852,0.0014852,0.0014852
28,4560.25,0.85347,0.82727,1.41009,0.95161,0.90174,0.95912,0.67768,0.96787,0.65297,1.51506,0.0014654,0.0014654,0.0014654
29,4722.12,0.82295,0.78046,1.39221,0.92976,0.8821,0.93488,0.66094,1.01268,0.6681,1.55047,0.0014456,0.0014456,0.0014456
30,4883.61,0.85329,0.79892,1.41343,0.94123,0.90924,0.95867,0.71042,0.90332,0.6119,1.45267,0.0014258,0.0014258,0.0014258
31,5045.59,0.82163,0.76925,1.40705,0.96374,0.90611,0.95586,0.71044,0.90833,0.64504,1.45603,0.001406,0.001406,0.001406
32,5206.55,0.80863,0.76325,1.38438,0.96194,0.88304,0.95155,0.67803,1.02047,0.65392,1.57777,0.0013862,0.0013862,0.0013862
33,5367.98,0.82118,0.75874,1.39248,0.93883,0.90479,0.94747,0.68203,0.92694,0.63799,1.49081,0.0013664,0.0013664,0.0013664
34,5529.64,0.82878,0.77571,1.40205,0.96473,0.89575,0.95744,0.70423,0.90797,0.59695,1.45229,0.0013466,0.0013466,0.0013466
35,5691.24,0.81194,0.77241,1.39103,0.96399,0.89738,0.95348,0.69384,0.92275,0.6069,1.4636,0.0013268,0.0013268,0.0013268
36,5852.79,0.78896,0.75299,1.36958,0.93917,0.9083,0.95685,0.72706,0.89247,0.59383,1.43464,0.001307,0.001307,0.001307
37,6015.69,0.79226,0.74537,1.37384,0.94578,0.9083,0.95686,0.7066,0.93393,0.61707,1.46598,0.0012872,0.0012872,0.0012872
38,6182.91,0.7975,0.73911,1.37719,0.93934,0.91291,0.96161,0.73067,0.85772,0.5722,1.40303,0.0012674,0.0012674,0.0012674
39,6353.07,0.76805,0.72733,1.34802,0.93589,0.90175,0.95521,0.72336,0.86978,0.58697,1.41141,0.0012476,0.0012476,0.0012476
40,6522.63,0.8032,0.73926,1.37572,0.96088,0.91162,0.95835,0.73491,0.85375,0.56743,1.40045,0.0012278,0.0012278,0.0012278
41,6692.88,0.78385,0.73845,1.35597,0.9472,0.90091,0.95856,0.71691,0.91862,0.59229,1.44782,0.001208,0.001208,0.001208
42,6861.82,0.77618,0.71823,1.35052,0.93473,0.90611,0.95238,0.71776,0.8965,0.62185,1.43611,0.0011882,0.0011882,0.0011882
43,7024.34,0.7686,0.71867,1.35227,0.95482,0.8952,0.95274,0.71659,0.85128,0.58755,1.40692,0.0011684,0.0011684,0.0011684
44,7186.22,0.75178,0.70703,1.34275,0.93093,0.9214,0.95219,0.70282,0.91208,0.56333,1.47566,0.0011486,0.0011486,0.0011486
45,7348.79,0.76598,0.7109,1.35297,0.96029,0.8975,0.96183,0.7132,0.8852,0.55422,1.44343,0.0011288,0.0011288,0.0011288
46,7511.48,0.76202,0.7075,1.34119,0.95904,0.91703,0.96462,0.75045,0.83493,0.54809,1.36445,0.001109,0.001109,0.001109
47,7674.14,0.74185,0.69555,1.32907,0.96136,0.93013,0.96146,0.75083,0.81454,0.52136,1.35742,0.0010892,0.0010892,0.0010892
48,7836.62,0.74342,0.66654,1.33121,0.96352,0.92358,0.96569,0.75773,0.81682,0.5097,1.35521,0.0010694,0.0010694,0.0010694
49,7999.76,0.75362,0.67583,1.33073,0.9409,0.90383,0.95241,0.72046,0.87955,0.58685,1.42671,0.0010496,0.0010496,0.0010496
50,8162.63,0.73833,0.67342,1.32938,0.96466,0.89387,0.95938,0.74223,0.80734,0.56576,1.37783,0.0010298,0.0010298,0.0010298
51,8325.1,0.70969,0.67543,1.30267,0.9548,0.92242,0.96719,0.71466,0.94479,0.56366,1.48238,0.00101,0.00101,0.00101
52,8487.74,0.73629,0.6871,1.3202,0.96275,0.89738,0.95765,0.74226,0.81072,0.58539,1.34894,0.0009902,0.0009902,0.0009902
53,8650.46,0.72019,0.65483,1.31456,0.94699,0.91921,0.9649,0.75156,0.79215,0.53446,1.32016,0.0009704,0.0009704,0.0009704
54,8813.32,0.70458,0.66264,1.29673,0.95463,0.92795,0.96381,0.75872,0.80492,0.51119,1.35485,0.0009506,0.0009506,0.0009506
55,8975.7,0.7254,0.64284,1.31254,0.9763,0.91266,0.97103,0.77898,0.75875,0.47793,1.30206,0.0009308,0.0009308,0.0009308
56,9138.64,0.7162,0.65403,1.3093,0.97107,0.91703,0.97203,0.75809,0.8208,0.50945,1.36436,0.000911,0.000911,0.000911
57,9300.87,0.72425,0.66311,1.31584,0.96445,0.93231,0.96684,0.75989,0.81363,0.48953,1.34238,0.0008912,0.0008912,0.0008912
58,9463.35,0.71118,0.64385,1.3076,0.95864,0.92576,0.96871,0.74689,0.82358,0.52032,1.36345,0.0008714,0.0008714,0.0008714
59,9625.5,0.70393,0.65781,1.29948,0.9644,0.91485,0.96332,0.771,0.772,0.49384,1.32522,0.0008516,0.0008516,0.0008516
60,9788.78,0.71961,0.64073,1.30859,0.96309,0.92795,0.96191,0.77458,0.76208,0.48378,1.288,0.0008318,0.0008318,0.0008318
61,9951.91,0.70644,0.66173,1.29856,0.9613,0.92197,0.9667,0.75375,0.82699,0.49074,1.35314,0.000812,0.000812,0.000812
62,10114.1,0.67397,0.62733,1.28182,0.9536,0.92358,0.9637,0.76163,0.79205,0.4929,1.34745,0.0007922,0.0007922,0.0007922
63,10277.2,0.68328,0.60645,1.28355,0.95628,0.9083,0.96138,0.76851,0.79097,0.49707,1.32636,0.0007724,0.0007724,0.0007724
64,10439.3,0.69967,0.62979,1.28912,0.97216,0.89083,0.95659,0.76019,0.81133,0.49875,1.35291,0.0007526,0.0007526,0.0007526
65,10602.2,0.67299,0.62247,1.26254,0.97178,0.92358,0.96715,0.76898,0.78275,0.48006,1.33662,0.0007328,0.0007328,0.0007328
66,10764.5,0.68755,0.60321,1.27817,0.95019,0.91485,0.96238,0.74231,0.83588,0.5172,1.38304,0.000713,0.000713,0.000713
67,10927.3,0.65744,0.6014,1.26758,0.96744,0.90611,0.96817,0.77458,0.78163,0.48347,1.33156,0.0006932,0.0006932,0.0006932
68,11089.5,0.67634,0.61135,1.27898,0.952,0.92795,0.96158,0.75503,0.81934,0.49635,1.35955,0.0006734,0.0006734,0.0006734
69,11253,0.67244,0.61869,1.2758,0.95612,0.90399,0.96262,0.76598,0.77389,0.48976,1.32762,0.0006536,0.0006536,0.0006536
70,11415.1,0.64551,0.58806,1.26134,0.9481,0.93886,0.96658,0.76764,0.78837,0.47996,1.32937,0.0006338,0.0006338,0.0006338
71,11578.7,0.64543,0.58141,1.25813,0.96371,0.92776,0.96662,0.78634,0.75794,0.47236,1.29811,0.000614,0.000614,0.000614
72,11741.8,0.66466,0.61233,1.27131,0.96398,0.93481,0.9687,0.78298,0.75734,0.45668,1.29213,0.0005942,0.0005942,0.0005942
73,11904.8,0.64791,0.58439,1.25753,0.96969,0.90817,0.96264,0.7805,0.76095,0.48124,1.30669,0.0005744,0.0005744,0.0005744
74,12067.9,0.6718,0.61146,1.27337,0.97428,0.90994,0.96488,0.78946,0.74622,0.47157,1.28398,0.0005546,0.0005546,0.0005546
75,12230.6,0.65032,0.5848,1.26402,0.94307,0.94036,0.96363,0.78383,0.72369,0.45658,1.26759,0.0005348,0.0005348,0.0005348
76,12393,0.64811,0.57011,1.25323,0.96144,0.92559,0.96362,0.77958,0.75838,0.46368,1.32048,0.000515,0.000515,0.000515
77,12555.7,0.62487,0.56904,1.24914,0.96694,0.93013,0.96769,0.77799,0.76176,0.46653,1.31965,0.0004952,0.0004952,0.0004952
78,12719.5,0.65354,0.57332,1.25418,0.97467,0.92424,0.96528,0.78002,0.75069,0.47004,1.28718,0.0004754,0.0004754,0.0004754
79,12882.7,0.62276,0.54442,1.23935,0.95911,0.92175,0.96323,0.77933,0.74495,0.47388,1.28149,0.0004556,0.0004556,0.0004556
80,13046,0.62308,0.55818,1.23499,0.9631,0.91703,0.96993,0.78794,0.73505,0.46658,1.26176,0.0004358,0.0004358,0.0004358
81,13208.8,0.62748,0.56107,1.2415,0.96486,0.92795,0.96878,0.78165,0.74897,0.45706,1.28967,0.000416,0.000416,0.000416
82,13372.7,0.62647,0.55883,1.23331,0.9596,0.93341,0.96844,0.77391,0.76769,0.47253,1.30893,0.0003962,0.0003962,0.0003962
83,13535.7,0.63729,0.56941,1.23686,0.97012,0.91921,0.9681,0.78592,0.73475,0.46608,1.27527,0.0003764,0.0003764,0.0003764
84,13698.8,0.62172,0.55299,1.23224,0.94733,0.93013,0.96476,0.7855,0.73529,0.45433,1.27133,0.0003566,0.0003566,0.0003566
85,13862,0.61651,0.53453,1.23161,0.96413,0.92576,0.97133,0.78919,0.735,0.44374,1.2689,0.0003368,0.0003368,0.0003368
86,14025.2,0.61848,0.54015,1.23633,0.97082,0.92576,0.96816,0.78956,0.73163,0.44277,1.27827,0.000317,0.000317,0.000317
87,14188.6,0.61659,0.53009,1.22388,0.95298,0.92933,0.96488,0.79521,0.70373,0.44282,1.24291,0.0002972,0.0002972,0.0002972
88,14352.3,0.60683,0.54217,1.23281,0.96913,0.91485,0.96868,0.80166,0.71026,0.43434,1.25006,0.0002774,0.0002774,0.0002774
89,14515.7,0.60961,0.5313,1.23196,0.96592,0.92826,0.96761,0.79617,0.71681,0.42933,1.2492,0.0002576,0.0002576,0.0002576
90,14678.5,0.60079,0.53005,1.22422,0.96876,0.93013,0.96713,0.79436,0.73482,0.43903,1.26968,0.0002378,0.0002378,0.0002378
91,14840.1,0.55181,0.46805,1.27648,0.97006,0.91968,0.96367,0.78219,0.72381,0.45899,1.27461,0.000218,0.000218,0.000218
92,15001,0.53086,0.41489,1.2595,0.96339,0.93013,0.9633,0.79368,0.70357,0.43364,1.26008,0.0001982,0.0001982,0.0001982
93,15161.6,0.52116,0.38766,1.23472,0.96009,0.94105,0.96484,0.79391,0.71576,0.43452,1.26779,0.0001784,0.0001784,0.0001784
94,15323.1,0.52894,0.39788,1.24272,0.95753,0.93542,0.9646,0.79667,0.70514,0.4286,1.25688,0.0001586,0.0001586,0.0001586
95,15482.7,0.51343,0.38162,1.22131,0.97701,0.91703,0.96571,0.79456,0.70339,0.42445,1.25798,0.0001388,0.0001388,0.0001388
96,15644.7,0.51068,0.38085,1.21771,0.96612,0.92358,0.96621,0.79532,0.69954,0.42702,1.25127,0.000119,0.000119,0.000119
97,15805.2,0.4998,0.37624,1.21355,0.96154,0.92797,0.9665,0.79969,0.71971,0.42404,1.26807,9.92e-05,9.92e-05,9.92e-05
98,15966.7,0.50145,0.36886,1.21753,0.97277,0.9214,0.96578,0.79705,0.70885,0.42913,1.26138,7.94e-05,7.94e-05,7.94e-05
99,16127.9,0.48592,0.35819,1.19973,0.96701,0.92358,0.96595,0.79784,0.7088,0.42451,1.25991,5.96e-05,5.96e-05,5.96e-05
100,16288.3,0.49585,0.35893,1.21465,0.96801,0.92482,0.96569,0.79889,0.70674,0.42583,1.25805,3.98e-05,3.98e-05,3.98e-05
