epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,4305.13,0.79129,0.76354,1.36549,0.96081,0.90992,0.96358,0.73519,0.84186,0.56684,1.3765,0.0009308,0.0009308,0.0009308
29,4457,0.78281,0.72217,1.3592,0.95354,0.91266,0.95566,0.71627,0.89554,0.60548,1.42378,0.0008912,0.0008912,0.0008912
30,4608.97,0.80194,0.74134,1.37398,0.94426,0.92466,0.95933,0.7175,0.88118,0.57343,1.41302,0.0008516,0.0008516,0.0008516
31,4761.5,0.76295,0.71858,1.36314,0.96931,0.90611,0.95435,0.73549,0.86067,0.56038,1.40033,0.000812,0.000812,0.000812
32,4913.85,0.74225,0.70969,1.33525,0.97758,0.91048,0.96244,0.72538,0.87324,0.56137,1.4231,0.0007724,0.0007724,0.0007724
33,5066.48,0.76198,0.71093,1.35245,0.96315,0.91303,0.95602,0.72361,0.85381,0.58005,1.41146,0.0007328,0.0007328,0.0007328
34,5218.96,0.76349,0.71723,1.3511,0.97389,0.91266,0.96791,0.75781,0.83018,0.53073,1.35687,0.0006932,0.0006932,0.0006932
35,5371.48,0.74498,0.70927,1.33682,0.9523,0.93231,0.95979,0.74648,0.82886,0.51011,1.37769,0.0006536,0.0006536,0.0006536
36,5523.53,0.72982,0.69739,1.31912,0.96987,0.91383,0.96339,0.75535,0.8142,0.53868,1.35543,0.000614,0.000614,0.000614
37,5675.01,0.7182,0.69142,1.31888,0.95907,0.92085,0.96359,0.74954,0.77758,0.53296,1.32861,0.0005744,0.0005744,0.0005744
38,5827.03,0.72202,0.6731,1.31894,0.9912,0.91048,0.96786,0.75863,0.82227,0.51087,1.34442,0.0005348,0.0005348,0.0005348
39,5978.96,0.69477,0.66048,1.30177,0.97685,0.92137,0.96451,0.7661,0.78788,0.507,1.31325,0.0004952,0.0004952,0.0004952
40,6131.01,0.71991,0.6625,1.3137,0.97204,0.91096,0.95752,0.7646,0.76802,0.51574,1.31855,0.0004556,0.0004556,0.0004556
41,6281.43,0.70085,0.62849,1.42306,0.9793,0.92576,0.96299,0.75427,0.77415,0.51348,1.31148,0.000416,0.000416,0.000416
42,6431.78,0.66418,0.54119,1.38448,0.97207,0.91189,0.96714,0.77167,0.78287,0.50619,1.31469,0.0003764,0.0003764,0.0003764
43,6582.09,0.6347,0.51475,1.35269,0.97071,0.91921,0.96756,0.76824,0.77162,0.49133,1.31892,0.0003368,0.0003368,0.0003368
44,6732.63,0.63662,0.49726,1.36343,0.97315,0.92795,0.9694,0.78125,0.74534,0.47519,1.29689,0.0002972,0.0002972,0.0002972
45,6883.06,0.62447,0.48733,1.34716,0.97059,0.93231,0.97206,0.79283,0.72779,0.4542,1.27091,0.0002576,0.0002576,0.0002576
46,7033.33,0.60207,0.48278,1.31542,0.97461,0.9214,0.97303,0.79156,0.72999,0.4467,1.2753,0.000218,0.000218,0.000218
47,7186.16,0.60226,0.46698,1.32083,0.97782,0.93013,0.97209,0.79155,0.71325,0.44197,1.24944,0.0001784,0.0001784,0.0001784
48,7330.47,0.58198,0.45513,1.29464,0.97227,0.93231,0.96989,0.79507,0.70466,0.45327,1.25262,0.0001388,0.0001388,0.0001388
49,7466.51,0.57568,0.44147,1.29653,0.97261,0.93037,0.97276,0.79601,0.71427,0.45583,1.25723,9.92e-05,9.92e-05,9.92e-05
50,7602.41,0.57347,0.45024,1.30063,0.98081,0.93231,0.9725,0.79768,0.71315,0.44503,1.25586,5.96e-05,5.96e-05,5.96e-05
