epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,12975.7,0.72884,0.75896,1.30913,0.84921,0.7378,0.80599,0.56603,1.14286,1.01182,1.5498,0.00121316,0.00121316,0.00121316
24,13526,0.70773,0.74703,1.29795,0.79789,0.70662,0.76497,0.54245,1.11225,1.15866,1.52055,0.00119253,0.00119253,0.00119253
25,28343.2,0.69729,0.70127,1.28463,0.83937,0.73314,0.79451,0.56775,1.13178,1.04174,1.53795,0.0011719,0.0011719,0.0011719
26,29022.5,0.70802,0.71017,1.28614,0.81723,0.67373,0.78284,0.56333,1.13344,1.17438,1.54249,0.00115127,0.00115127,0.00115127
27,31204.9,0.69924,0.71902,1.28381,0.8567,0.70526,0.78797,0.56985,1.1087,1.04471,1.52199,0.00113064,0.00113064,0.00113064
28,31785.2,0.69071,0.7058,1.26707,0.81284,0.74986,0.77319,0.55275,1.0831,1.07175,1.51234,0.00111001,0.00111001,0.00111001
29,32453.5,0.70776,0.72958,1.29112,0.79982,0.65197,0.74364,0.52531,1.15296,1.31353,1.58037,0.00108938,0.00108938,0.00108938
30,33015.2,0.67078,0.68335,1.26641,0.79,0.68043,0.75794,0.54453,1.1049,1.19033,1.51292,0.00106876,0.00106876,0.00106876
31,33565.2,0.69381,0.7111,1.28838,0.81872,0.71403,0.7865,0.55749,1.11304,1.08491,1.50572,0.00104813,0.00104813,0.00104813
32,34121,0.68665,0.69324,1.26882,0.82732,0.72609,0.79175,0.56985,1.14226,1.06792,1.56376,0.0010275,0.0010275,0.0010275
33,34673.3,0.68019,0.67442,1.2679,0.8253,0.74839,0.7979,0.56391,1.11802,1.01898,1.53003,0.00100687,0.00100687,0.00100687
34,35224.3,0.69698,0.70402,1.28243,0.85125,0.74838,0.81613,0.58181,1.11964,0.96995,1.53394,0.000986239,0.000986239,0.000986239
35,35778.9,0.66871,0.6627,1.24779,0.84693,0.72247,0.79901,0.55593,1.17137,1.03954,1.57985,0.00096561,0.00096561,0.00096561
36,36328.1,0.67614,0.67681,1.26912,0.84803,0.75373,0.80633,0.56951,1.10048,1.04177,1.51936,0.000944981,0.000944981,0.000944981
37,36878.5,0.66357,0.6596,1.262,0.83689,0.76877,0.82279,0.5933,1.06866,0.97641,1.47168,0.000924352,0.000924352,0.000924352
38,37429,0.6719,0.66213,1.25492,0.83414,0.72523,0.77281,0.54039,1.12496,1.086,1.54942,0.000903722,0.000903722,0.000903722
39,37978,0.66026,0.66365,1.25053,0.78235,0.72751,0.76912,0.55709,1.10681,1.09144,1.523,0.000883093,0.000883093,0.000883093
40,38528.9,0.66196,0.64385,1.25175,0.82755,0.75653,0.80656,0.58556,1.09466,0.97959,1.52215,0.000862464,0.000862464,0.000862464
41,39079.4,0.66074,0.65564,1.2491,0.87306,0.74184,0.81741,0.58736,1.07899,0.95416,1.48883,0.000841835,0.000841835,0.000841835
42,39631.8,0.65669,0.62609,1.24198,0.82143,0.77412,0.80588,0.57268,1.08754,0.99513,1.47444,0.000821206,0.000821206,0.000821206
43,40183.7,0.62611,0.60987,1.22404,0.84939,0.70789,0.79593,0.57341,1.08376,1.0719,1.49781,0.000800577,0.000800577,0.000800577
44,40736.3,0.67179,0.63106,1.25533,0.85881,0.76005,0.82314,0.59792,1.06346,0.94222,1.48289,0.000779948,0.000779948,0.000779948
45,41290,0.64119,0.60446,1.23294,0.87348,0.74596,0.81942,0.5854,1.08485,0.95466,1.4802,0.000759318,0.000759318,0.000759318
46,41838.8,0.64248,0.63213,1.23947,0.86176,0.74546,0.81063,0.57906,1.09311,0.96216,1.49708,0.000738689,0.000738689,0.000738689
47,42389.3,0.63909,0.61223,1.22296,0.88244,0.76663,0.83948,0.62221,1.04821,0.88915,1.46916,0.00071806,0.00071806,0.00071806
48,42940.5,0.64025,0.6278,1.23879,0.86237,0.75079,0.81935,0.59909,1.07045,0.98955,1.50202,0.000697431,0.000697431,0.000697431
49,43491.2,0.62863,0.61451,1.2307,0.86799,0.72134,0.81376,0.59614,1.0622,0.99183,1.48755,0.000676802,0.000676802,0.000676802
50,44043.6,0.62369,0.59098,1.22256,0.85796,0.72081,0.80541,0.59657,1.06064,1.04013,1.50068,0.000656173,0.000656173,0.000656173
51,44598.1,0.62412,0.58,1.21071,0.83452,0.75615,0.8197,0.60182,1.07264,0.95554,1.49041,0.000635544,0.000635544,0.000635544
52,45153.6,0.61311,0.58018,1.21093,0.87169,0.76216,0.83005,0.60441,1.09048,0.90514,1.50379,0.000614915,0.000614915,0.000614915
53,45713.8,0.61631,0.59051,1.22328,0.84622,0.79229,0.83288,0.60748,1.07307,0.90213,1.48797,0.000594286,0.000594286,0.000594286
54,46274,0.63311,0.58784,1.22272,0.87565,0.76877,0.82609,0.60409,1.06038,0.9294,1.47135,0.000573656,0.000573656,0.000573656
55,46832.8,0.60703,0.57027,1.21258,0.88615,0.74498,0.83265,0.61719,1.04144,0.94367,1.45717,0.000553027,0.000553027,0.000553027
56,47389.5,0.59513,0.56236,1.21018,0.86445,0.77433,0.83379,0.60834,1.05713,0.91807,1.47757,0.000532398,0.000532398,0.000532398
57,47948.6,0.61067,0.56228,1.20924,0.85136,0.7719,0.83353,0.61657,1.0534,0.94645,1.47038,0.000511769,0.000511769,0.000511769
58,48506.5,0.59551,0.56709,1.20396,0.85469,0.7758,0.82583,0.60189,1.0621,0.93169,1.46717,0.00049114,0.00049114,0.00049114
59,49066.4,0.60717,0.55951,1.21043,0.88768,0.74841,0.8288,0.60781,1.04783,0.94777,1.47051,0.000470511,0.000470511,0.000470511
60,49625.1,0.58446,0.56116,1.19782,0.86698,0.76619,0.82882,0.60965,1.04169,0.91476,1.45194,0.000449882,0.000449882,0.000449882
61,50185.3,0.58738,0.54569,1.1925,0.86719,0.7527,0.82286,0.60839,1.04919,0.97632,1.45915,0.000429253,0.000429253,0.000429253
62,50743.6,0.58549,0.54083,1.1889,0.85455,0.77731,0.82795,0.61163,1.04322,0.88108,1.45086,0.000408623,0.000408623,0.000408623
63,51306.6,0.59955,0.55051,1.19435,0.86492,0.7759,0.8318,0.61527,1.05126,0.94885,1.48501,0.000387994,0.000387994,0.000387994
64,51867.8,0.58478,0.5444,1.20342,0.87189,0.75733,0.82498,0.61002,1.04622,0.95026,1.46658,0.000367365,0.000367365,0.000367365
65,52427.6,0.58034,0.55314,1.1944,0.89338,0.74608,0.82841,0.6085,1.05391,0.94125,1.46414,0.000346736,0.000346736,0.000346736
66,52987,0.5704,0.54597,1.19187,0.88015,0.78401,0.84428,0.63185,1.02123,0.88377,1.44345,0.000326107,0.000326107,0.000326107
67,53547.4,0.57929,0.54672,1.19046,0.87559,0.7683,0.83419,0.6237,1.03838,0.91767,1.45362,0.000305478,0.000305478,0.000305478
68,54107.8,0.57268,0.52916,1.17736,0.87663,0.76376,0.83097,0.61878,1.02066,0.90487,1.43976,0.000284849,0.000284849,0.000284849
69,54669.7,0.56027,0.51464,1.17486,0.86249,0.77296,0.83192,0.61862,1.02005,0.90526,1.44061,0.00026422,0.00026422,0.00026422
70,55226.1,0.56216,0.52115,1.17889,0.86421,0.78341,0.83683,0.62093,1.02481,0.91373,1.45092,0.00024359,0.00024359,0.00024359
71,55780.9,0.52309,0.46333,1.23877,0.84464,0.78302,0.82048,0.60581,1.03247,0.92818,1.44925,0.000222961,0.000222961,0.000222961
72,56334.7,0.48483,0.38176,1.18472,0.83627,0.77903,0.82656,0.61753,1.01678,0.94453,1.42791,0.000202332,0.000202332,0.000202332
73,56891.5,0.4945,0.38775,1.18637,0.84974,0.78024,0.8334,0.61887,1.02182,0.90757,1.4326,0.000181703,0.000181703,0.000181703
74,57446,0.47908,0.38194,1.18175,0.82379,0.75798,0.81867,0.60759,1.02155,0.95972,1.44024,0.000161074,0.000161074,0.000161074
75,57999.4,0.47411,0.37012,1.17422,0.86152,0.75799,0.82658,0.6145,1.02415,0.91901,1.44342,0.000140445,0.000140445,0.000140445
76,58553.7,0.4721,0.36825,1.16742,0.87608,0.74786,0.83057,0.62312,1.01932,0.94198,1.43982,0.000119816,0.000119816,0.000119816
77,59107.4,0.45621,0.34896,1.15638,0.8505,0.78417,0.83096,0.62362,1.01096,0.90652,1.43528,9.91865e-05,9.91865e-05,9.91865e-05
78,59662.2,0.45667,0.34834,1.14373,0.8565,0.79177,0.8334,0.62566,1.00554,0.89142,1.42747,7.85574e-05,7.85574e-05,7.85574e-05
79,60214.5,0.44898,0.34721,1.13038,0.87513,0.77684,0.82884,0.6226,1.01312,0.90059,1.43319,5.79283e-05,5.79283e-05,5.79283e-05
80,60769.5,0.45214,0.35019,1.14099,0.84824,0.78574,0.8278,0.62032,1.01096,0.90715,1.43349,3.72991e-05,3.72991e-05,3.72991e-05
